Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
;75012;Paris 12e;Pavillon du Congo;45 bis avenue de la Belle Gabrielle;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons. Le Pavillon du Congo, inscrit à l’inventaire supplémentaire des monuments historiques, a été détruit par un incendie en 2004.;existant;Fabrique du projet;Montages innovants;;
;75014;Paris 14e;Simplon.co;13 Rue Rémy Dumoncel;frederic@simplon.co;.0664634392;http://simplon.co/;https://www.facebook.com/Simplon.co;simplonco;;Simplon.co, le plus grand réseau de fabriques labellisées « Grande école du numérique« , propose des formations GRATUITES et intensives pour apprendre à créer des sites web et des applications mobile, et en faire son métier. La formation s’adresse prioritairement aux jeunes de moins de 25 ans, non diplômés ou peu diplômés, issus des quartiers populaires et des milieux ruraux, mais également aux demandeurs d’emploi, allocataires des minima sociaux et aux seniors en reconversion, ainsi qu’aux femmes et personnes en situation de handicap, populations insuffisamment représentées dans les métiers techniques. Les formations Simplon.co sont soit gratuites et qualifiantes, soit rémunérées et certifiantes , et bien sûr ouvertes à tous;projet;Innovation sociale et sociétale;Nouveaux espaces de formation et d’enseignement;;
;75014;Paris 14e;TERRAIN BP;couverture périphérique porte de Vanves;;;;;;;;existant;Innovation dans les usages;Espaces insolites;;
;93100;Montreuil;Couleur d’Orange;9 rue Barbès;les.moriniere@wanadoo.fr;;http://www.habitatparticipatif.net/habitat/couleur-dorange/;;;;Couleur d’Orange est une association d’habitants qui a donné le nom à ce lieu emblématique de l’habitat participatif en autopromotion en 1987. Composé de 11 logements ainsi que 3 ateliers d’artistes, cet habitat dispose d’une salle commune mise à disposition des habitants, des associations et rayonne à la dynamique de vie du quartier.;existant;Fabrique du projet;Montages innovants;;
;75013;Paris 13è;Crèche multi-accueil démontable hôpital Pitié-Salpétrière;56 Boulevard Vincent Auriol;;;;;;;Crèche démontable qui permet d'utiliser de manière éphémère (quelques années) une emprise particulière. Après la crèche pourrait être installé ailleurs;projet;Nouveaux lieux - nouveaux services;Utilisation éphémère;;
;75018;Paris 18e;Parking Raymond Queneau;26 rue raymond queneau;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1339-parking-raymond-queneau-18e.html;;;;ICF La Sablière réserve le 2ème sous-sol de l’un de ses parkings, situé dans le 18ème arrondissement, d’une surface de 2 900 m² à un projet d'agriculture urbaine. Il sera rendu accessible par voie piétonne ainsi que si besoin, par un véhicule. Le bailleur attend un projet dont la récolte puisse bénéficier, en partie, aux habitants de la résidence. Ce projet rentre dans la démarche d’ICF de développer les services à ses locataires. Ce site présente de forts enjeux sociaux et économiques locaux.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75018;Paris 18e;Ressourcerie Paris Nord;22 rue Duc;stakhanof@hotmail.com;01 40 41 07 05;http://www.interloque.com/ressourcerie/paris-nord/;https://www.facebook.com/pages/Linterloque/502942533183261;-;-;Menée par l’association L’Interloque, qui met en œuvre des stratégies favorisant le développement durable et luttant contre la marginalisation, la précarité et l’exclusion sociale, la Ressourcerie Paris Nord existe depuis 2006 et vous permet de déposer vos objets inutilisés, qui seront ensuite réutilisés et revendus dans l’une des boutiques.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.892502,2.341765;
;75020;Paris 20e;Simplon.co;4 rue Serpollet;frederic@simplon.co;0.066463439;http://simplon.co/;;;;Simplon.co, le plus grand réseau de fabriques labellisées « Grande école du numérique« , propose des formations GRATUITES et intensives pour apprendre à créer des sites web et des applications mobile, et en faire son métier. La formation s’adresse prioritairement aux jeunes de moins de 25 ans, non diplômés ou peu diplômés, issus des quartiers populaires et des milieux ruraux, mais également aux demandeurs d’emploi, allocataires des minima sociaux et aux seniors en reconversion, ainsi qu’aux femmes et personnes en situation de handicap, populations insuffisamment représentées dans les métiers techniques. Les formations Simplon.co sont soit gratuites et qualifiantes, soit rémunérées et certifiantes , et bien sûr ouvertes à tous;existant;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.860625,2.410114;
;93100;Montreuil;Simplon.co;55 rue de Vincennes;;;;;;;Simplon.co, le plus grand réseau de fabriques labellisées « Grande école du numérique« , propose des formations GRATUITES et intensives pour apprendre à créer des sites web et des applications mobile, et en faire son métier. La formation s’adresse prioritairement aux jeunes de moins de 25 ans, non diplômés ou peu diplômés, issus des quartiers populaires et des milieux ruraux, mais également aux demandeurs d’emploi, allocataires des minima sociaux et aux seniors en reconversion, ainsi qu’aux femmes et personnes en situation de handicap, populations insuffisamment représentées dans les métiers techniques. Les formations Simplon.co sont soit gratuites et qualifiantes, soit rémunérées et certifiantes , et bien sûr ouvertes à tous;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.854474,2.435925;
;94201;Ivry-sur-Seine;Ancienne usine des eaux d'Ivry;33 avenue Jean Jaurès;reinventer.laseine@paris.fr;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine. Le site est divisé en 3 territoires aux devenirs divers : les installations et équipements conservés par Eau de Paris (environ 1 ha), la partie Est (2,3 ha.) intégrée à la ZAC, qui doit être cédée à l'aménageur mi 2016 pour créer notamment une voirie structurante accueillant le T-Z5, et l'emprise désaffectée de l'ancienne usine composée par un bâtiment industriel monumental et les anciens bassins de filtration. L’espace proposé se situe en dehors du périmètre de la ZAC Ivry Confluences qui l'entoure et intègre la partie Est du site.;projet;Fabrique du projet;Montages innovants;;
;75014;Paris 14e;Crèche collective Pernety;82 rue Pernety;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;94200;Ivry-sur-Seine;CREDAC;25 RUE RASPAIL;;;;;;;;existant;Innovation sociale et sociétale;;48.809626,2.3903309999999998;
;75018;Paris 18e;Pépinière Mathis;9 rue Mathis;info-pm@pepinieremathis.org;01 55 26 82 10;http://www.pepinieremathis.org/;;;;Structure de proximité originale, incubateur d'associations, c’est aussi une des seules pépinières associatives qui accompagne à la structuration de projets et propose des espaces de travail.;existant;Nouvelles économies et industries;Plateformes, incubateurs;;
;93170;Bagnolet;Ressourcerie Emmaüs coup de main;161 avenue Gallieni;contact@coupdemain.org;01 48 44 44 92;http://www.emmaus-coupdemain.org/;https://www.facebook.com/Emmaüs-Coup-de-main-378154082278743/timeline?ref=page_internal;;;"Le projet associatif de l’association Emmaüs Coup de Main,  se structure autour d’un accompagnement global plus particulièrement orienté vers les familles en situation de rue ou vivant sur des bidonvilles. Il conjugue différentes initiatives en matière de maraude, d’hébergement, d’insertion et de solidarité.
Au-delà de sa mission d’accompagnement, le cœur de métier de l’association est celui du réemploi des objets auquel sont associées des activités de collecte, de réparation/revalorisation et de revente sur différents sites, formant un dispositif de type « Recyclerie ».";existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;93200;Saint-Denis;Tour Pleyel;153, boulevard Anatole France;;;;;;;;projet;Innovation dans les usages;Immeuble pluriel;48.921361,2.345381;
;75018;Paris 18e;Centre FGO- Barbara;1 rue Fleury;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/756f27fe1dc23c51312344d2ca3188a9;75020;Paris 20e;Paris Innovation Belleville;24 rue de Est;experimentation@parisandco.com;-;-;-;-;-;-;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.871103,2.393225;
;75013;Paris 13e;Résidence Irène Joliot-Curie;8 rue Madeleine Brès;-;-;-;-;-;-;"La résidence est composée de 100 logements pour chercheurs et 82 logements
pour étudiants. Chaque nouveau résident est accueilli et accompagné
dans son installation par les gestionnaires de la résidence, référents
pour le fonctionnement et le respect du partage d’un lieu de vie commun";existant;Innovation dans l'architecture;Immeubles résilients et durables;48.821713,2.349582;
;75020;Paris 20e;Cirque Électrique;Place du Maquis du Vercors;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75014;Paris 14e;Crèche collective Delbet;rue Delbet;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;93200;Saint-Denis;Educalab;20 avenue George Sand;;;;;;;;existant;Nouvelles économies et industries;;48.937108,2.361978;
;75012;Paris 12e;Hippodrome de Vincennes;2 route de la Ferme;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1351-hippodrome-de-vincennes-12e.html;;;;APP Parisculteurs. Le Trot Français met à disposition plusieurs espaces au sein de l’Hippodrome Paris-Vincennes. Dans le cadre de sa démarche de développement durable, de nombreux travaux seront engagés fin 2016 pour permettre une gestion économe de l'eau et favoriser la biodiversité.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75013;Paris 13e;Université incubateur Sorbonne Paris Cité - UiSPC;2 rue Marguerite Duras;raphael.costambeys@uspc.fr;;http://www.sorbonne-paris-cite.fr/fr/vie-de-campus/universite-incubateur-sorbonne-paris-cite-uispc;;;;Face aux enjeux liés à l’insertion professionnelle et à l’employabilité ainsi qu’à l’ambition croissante des jeunes de s’engager dans une action entrepreneuriale, USPC crée une université incubateur, l’Université incubateur Sorbonne Paris Cité (UiSPC). UiSPC fonctionne en réseau avec un siège central et quatre campus de co-working implantés sur le territoire francilien : Campus Nation (qui est installé à Censier dans un premier temps), Campus Saint-Germain, Campus Paris Rive Gauche, Campus Nord.  Cette structuration en réseau répond à la nécessité d’offrir des services de proximité propres à l’écosystème des différents campus de USPC (accompagnement renforcé, équipements, services numériques). Une spécialisation thématique par campus permet d’adapter l’offre de services aux projets spécifiques portés par les étudiants. Si les campus de co-working sont situés dans les locaux d’un établissement membre de USPC, ces campus sont ouverts à l’ensemble des étudiants de USPC et du PEPITE Créaj-IDF. Chaque entrepreneur étudiant, inscrit dans un campus de co-working, a la possibilité de fréquenter les autres campus selon ses contraintes (logement, activité salariale, activité associative) et selon la thématique de son projet. Grâce au bureau virtuel, il peut retrouver l’ensemble de ses documents, données et outils.;projet;Innovation sociale et sociétale;Coworking;;
;75018;Paris 18e;Campus Condorcet;13 Avenue de la Porte de Chapelle;;;http://www.campus-condorcet.fr/;;;;;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.899587,2.358608;
;75011;Paris 11e;Immeuble pluriel Ménilmontant;49-53 Bd de Ménilmontant;;;;;;;Opération immobilière comprenant la construction neuve de 87 logements sociaux comprenant 10 ULS et une dizaine de logements de type maisons de ville (R+2) au-dessus du gymnase, un parc de stationnement résidentiel règlementaire en sous- sol, un local commercial à RDC sur le boulevard de Ménilmontant, l'aménagement des espaces extérieurs, 2 Terrains déduction Physique, en reconstitution des terrains existants, un gymnase de type « C » avec vestiaires intégrés et les vestiaires des TEP avec des vestiaires distincts de ceux du gymnase, un espace vert d'environ 600 m² en pleine terre, un Centre de Valorisation et d'apport des Encombrants d'environ 1 510 m² en œuvre en sous-sol situés 49-53 Bd de Ménilmontant, 7-15 passage de la Folie-Regnault, à Paris 11ème.;projet;Innovation dans les usages;Immeuble pluriel;;
;75014;Paris 14e;Projet Porte de Vanves en Place locaux voirie  :;;;;;;;;;;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.8279275984,2.30460484017;
;94270;Le Kremlin-Bicêtre;Quartier Sud-Ouest entrée de ville;avenue Gabriel Péri rue Charles G;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;94800;Villejuif;Villejuif Bio park;1 mail du professeur Georges Mathé;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.795372,2.359648;
;75013;Paris 13e;Ilot économique Paul Bourget;Avenue de la Porte d'Italie - Bd Peripherique;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.817186,2.360162;
;75018;Paris 18e;Projet hôtelier Porte de Clignancourt;32 Avenue de la Porte de Clignancourt-Rue Ginette Neveu;;;;;;;Réalisation d’un programme tertiaire après démolition de la tour de 32 avenues la Porte de Clignancourt.  Potentiel pour des activités ou des projets immobiliers;projet;Innovation dans les usages;Hôtellerie innovante;;
;75012;Paris 12e;Crèche Druinot;4 impasse Druinot;anne-gaelle.baptiste@paris.fr;;;;;;Expérimentation pour développer des réseaux de capteurs urbains pour mesurer des indicateurs énergétiques (électricité et eau et confort thermique);existant;Experimentation;Mesure d’indicateurs énergétiques;48.849878,2.380758;
;75018;Paris 18e;Draft Ateliers Coworking;12 esplanade Nathalie Sarraute;hello@ateliers-draft.com;10 81 01 02 17;http://www.ateliers-draft.com/;https://www.facebook.com/draftateliers/;draftateliers;;L'espace de co-working est ouvert à tous, sans réservation. Chez Draft, rencontrez du monde et partagez votre travail, votre vision. Sortez de chez vous pour augmenter la productivité et la créativité.;existant;Innovation sociale et sociétale;Coworking;48.888168,2.362448;
;93500;Pantin;Melrose Sheds;12 rue Florian;archi@desclicsetdescalques.com;;http://www.habitatparticipatif.net/habitat/melrose-sheds-2/;;;;Habitat participatif. Programme : 12 logements et un local professionnel, rassemblant 8 copropriétaires dont 2 pour les architectes.  L’intervention se glisse sous un squelette de béton et de métal datant des années 50, jouant ainsi avec les matériaux existants. Les logements s’organisent autour d’une cour principale et de cours secondaires issues de la démolition d’une partie des toitures. Chaque logement, différent puisque fait sur mesure pour chaque propriétaire, a ainsi droit à son espace extérieur. Convivialité, vie de voisinage, mutualisation, sont les maîtres mots d’un tel projet, où les habitants dès les prémices, décident du comment vivre ensemble.;existant;Fabrique du projet;Montages innovants;;
;75012;Paris 12e;Place de la Nation;Place de la Nation;dvd.places@paris.fr;;http://www.paris.fr/services-et-infos-pratiques/urbanisme-et-architecture/projets-urbains-et-architecturaux/reinventons-nos-places-2540;;;;Réinventons nos places. Apaiser l’espace public, rééquilibrer les usages au profit des piétons et des circulations douces et valoriser les espaces naturels. Procès caractérisé par la participation citoyenne en lien étroit avec des techniciens. Arbitrage sur la proposition finale à faire en 2016.;projet;Fabrique du projet;Participation et concertation;;
;93200;Saint-Denis;Regus;Porte E Stade de France;;;;;;;;existant;Innovation sociale et sociétale;Coworking;;
;75013;Paris 13e;Réinventer Paris -  Edison;67 rue Edison;;;http://www.reinventer.paris/fr/sites/1235-edison-13e.html;;;;;projet;Fabrique du projet;Montages innovants;48.829784,2.359104;
;75013;Paris 13e;Tour DUO;Rue Bruneseau;;;;;;;;existant;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.824754,2.385658;
;75020;Paris 20e;Collège Matisse;3 rue Vitruve;;;http://www.veniverdi.fr/;https://www.facebook.com/veniverdi/timeline?ref=page_internal;;;L'association Veni Verdi  développe une agriculture urbaine participative, solidaire, citoyenne et respectueuse de l'environnement. Son action est ciblé dans les écoles et les enfants. Ce collège est le résultat de l'expérimentation entre articulation avec la population locale (enfants) et agriculture urbaine en toiture. Le système mis en place permettra la gestion des déchets organiques produits par l'institution.;existant;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75018;Paris 18e;Collège Pailleron;33 rue Edouard Pailleron;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1385-college-pailleron-19e.html;;;;Le collège Pailleron, dans le 19ème arrondissement, possède la particularité d'animer 4 classes de SEGPA (section d'enseignement général et professionnel adapté) dont l'un des champs professionnels enseignés est l'horticulture. Le collège dispose de deux terrasses végétalisables, totalisant une surface d’environ 790m².;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;93230;Romainville;Espace partagé de développement économique;rue des Fontaines;;;;;;;;projet;Innovation dans les usages;;48.884351,2.433809;
;75019;Paris 19e;Maison ESS;6 quai de la Seine;elisa.yavchitz@paris.fr;;;;;;Lieu de préfiguration de l'économie sociale et solidaire pour permettre de ressembler les acteurs sur le sujet et rendre visibles les différents projets.;projet;Nouvelles économies et industries;Economie sociale et solidaire;;
;75017;Paris 17e;Réinventer Paris -  Bessières;73 boulevard Bessières;;;http://www.reinventer.paris/fr/sites/1254-bessieres-17e.html;;;;;projet;Fabrique du projet;Montages innovants;48.896676,2.320327;
;75013;Paris 13e;Siège de la RIVP;13 avenue de la porte d'Italie;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1354-siege-de-la-rivp-13e.html;;;;APP Parisculteurs. La Régie Immobilière de la Ville de Paris met à disposition deux terrasses de 290m² chacune, au 8ème étage de son siège social situé dans le 13ème arrondissement. La RIVP mène une politique de sensibilisation de ses salariés au développement durable depuis plusieurs années et souhaite, dans ce cadre, voir émerger un projet en lien avec cette démarche sur la biodiversité. Les terrasses étant accessibles en permanence par les salariés, pour manger ou faire une pause, leur intégration au projet est attendue.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75014;Paris 14e;Solycicle;Porte de Vanves à l’entrée de la voie piétonne Prévost Paradol et de la rue Maurice Bouchor;contact@solicycle.org;01 45 38 96 26;http://solicycle.org/;;;;Solicycle est une association d'éducation populaire et d’économie sociale et solidaire qui utilise son savoir-faire et sa pédagogie du chantier en mobilisant des jeunes et des adultes sur des projets d'intérêt collectif. Solicycle est animé par une équipe de mécaniciens-ne-s en parcours d’insertion. Les ateliers récupèrent des vélos abandonnés, les recyclent et les propose à la vente à moindre coût. Solicycle a également vocation à apprendre au grand public à entretenir son vélo et à effectuer des réparations courantes. De nombreux bénévoles s’y retrouvent autour de leur passion pour le vélo et leur sensibilité aux valeurs de solidarité, de proximité et d’écocitoyenneté.;projet;Nouvelles économies et industries;Economie sociale et solidaire;;
;75014;paris 14e;Théâtre 14;20 avenue Marc Sangnier;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93450;L'Ile-Saint-Denis;Actlab;9 quai Châtelier;;;;;;;;existant;Nouvelles économies et industries;Fablab;48.922002,2.33108;
;75012;Paris 12e;Cirque Ici;;;;;;;;Compagnie Johann le Guillerm;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75019;Paris 19e;Cité des Sciences et de l'Industrie;30 avenue Corentin Cariou;infocontact@cite-sciences.fr;01 40 05 80 00;http://www.cite-sciences.fr/fr/accueil/;https://www.facebook.com/Cite.des.sciences;citedessciences;-;Cité au sein de l’Arc de l’Innovation, elle crée le lien, depuis sa création en 1986, entre la science et les débats de société que suscitent les progrès techniques et de l’innovation. Elle regroupe ainsi un grand nombre d’activités culturelles et scientifiques accessibles à tous, à travers des expositions, conférences et débats.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.897032,2.3852;
;93100;Montreuil;Le jardin divers;11 rue Désiré Charton;lejardindivers@gmail.com;;http://lejardindivers.wix.com/lejardindivers;https://www.facebook.com/lejardindivers;LeJardinDivers;;Le Jardin Divers est un projet d’habitat participatif situé à Montreuil-sous-Bois, dans la petite couronne parisienne. Le projet est donc situé en milieu urbain, au cœur de la ville. Le projet abritera entre 26 et 28 logements de tailles diverses, dont une partie en logement social.  Il offre une grande place aux espaces communs : il comporte une grande salle commune dans laquelle les habitants pourront se retrouver pour un moment convivial, exercer des activités associatives, mettre en place des ateliers, ou organiser des réunions.;projet;Fabrique du projet;Montages innovants;;
;75020;Paris 20e;Paris Soleillet;14 rue Soleillet;info@pepiniere-paris.com;01 40 33 79 00;http://www.entreprises.cci-paris-idf.fr/;https://www.facebook.com/P%C3%A9pini%C3%A8re-dentreprises-Paris-Soleillet-1072692696203766/;-;-;Première pépinière d’entreprise à voir le jour à Paris en 1989, adossée au réseau de la Chambre de Commerce et d’Industrie, elle accueille des entrepreneurs majoritairement issus du secteur des services aux entreprises. Avec son atrium, elle offre un cadre intime et convivial qui a  servi de lieu de vie et d’échanges à plus de 400 entreprises.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.865532,2.391705;
;75020;Paris 20e;Terrasse Paris Innovation Belleville;24 rue de Est;;;http://expe.parisregionlab.com/projet/112;;;;"Écosystème vertical urbain durable. Déployée dans l'appel à projet ""Végétalisations innovantes""";existant;Experimentation;Agriculture urbaine;;
;94800;Villejuif;CELLSPACE;12 avenue Paul Vaillant Couturier;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.79482,2.363719;
;93200;Saint-Denis;Centre aquatique JO 2024;;;;;;;;Le Centre aquatique JO 2024 à St Denis qui devra prévoir la création d’un système des gradins démontable, permettant de  passer de 15 000 places pour les JO à 2000 places ensuite.;projet;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;;
;75019;Paris 19e;Crèche  Quai de la Charente;18 quai de la Charente;;;;;;;Première crèche de parisienne spécialisée en enfants en situations d'handicap. Ainsi un tiers des places – soit 20 – sont réservées pour les enfants en situation de handicap. Du personnel supplémentaire a été formé afin de mieux appréhender les problématiques liées à l’handicap;existant;Nouveaux lieux - nouveaux services;Nouveaux lieux - nouveaux services;;
;75019;Paris 19e;Crèche collective Hérold;5 rue Francis Ponge;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;93100;Montreuil;Ecodesign FabLab;2-20 avenue Salvador Allende;;;;;;;;existant;Nouvelles économies et industries;Fablab;48.869697,2.457055;
;94400;Vitry-sur-Seine;MAC/VAL;AV LIBERATION;;;;;;;;existant;Innovation sociale et sociétale;;48.792704,2.387053;
;75018;Paris 18e;Paris Innovation Région Nord Express;48 rue René Clair;ddgie@rivp.fr;177751119;http://bureaux-et-commerces-a-louer.rivp.fr/pepiniere/nord-express/;;;;Le bâtiment se situe à 500 m du métro Marcadet-Poissonniers, à 1km du boulevard périphérique (Porte de la Chapelle). Il est composé d'un hôtel d’entreprises qui propose des espaces à louer et un incubateur qui  propose des espaces dans le domaine  des jeux vidéo, des éco-activités et du numérique.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.89407,2.35424;
;93300;Aubervilliers;Plaine Co Working;10 rue Waldeck Rochet;;;;;;;;existant;Nouvelles économies et industries;Coworking;48.909893,2.367361;
;75018;Paris 18e;Studio 360;Rue léon - Rue Myrha;;;;;;;La crise (irréversible) du marché du CD a donné au spectacle vivant une place prépondérante comme sources de revenus pour les organisateurs de concerts et les artistes. Mais ce nouveau paradigme a surtout bénéficié aux segments de marché destinés au grand public : les cachets des artistes de renommée nationale ou internationale ont été multipliés par 4 entre 2013 et 2014, alors que les « Musiques du monde » attirent encore un nombre limité d’auditeurs. Dans ce contexte, STUDIO 360 se positionne de manière innovante comme une « ruche » permettant de réduire sensiblement les charges fixes auxquelles doivent habituellement faire face les professionnels des Musiques du monde : concentration à une même adresse de l’hébergement et de la restauration des artistes accueillis (temporairement) , de moyens techniques haut de gamme, d’un lieu de répétition, etc. Cette concentration réduira les coûts liés au modèle traditionnel caractérisé par la dispersion. Le bâtiment est composé par un restaurant-café littéraire, une salle de spectacle, une salle de cours de chant, des bureaux et des ateliers d'artistes.;projet;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93230;Romainville;Biocitech;102 avenue Gaston Roussel;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.894316,2.43211;
;75020;Paris 20e;Habitat participatif;9 rue Gasnier Guy;;;http://www.habitatparticipatifparis.fr/appelaprojet/lesparcelles/9ruegasnier/;;;;Appel à projets qui traduit la volonté de la Ville de Paris de développer l’habitat participatif dans le cadre de sa politique de l’habitat.;projet;Fabrique du projet;Participation et concertation;48.865092,2.393835;
;75018;Paris 18e;Halle fret et pépinière logistique Chapelle Internationale;57 rue de la Chapelle;amcardinale@sogaris.fr;O629103966;http://www.chapelleinternational.sncf.com/;;;;Halle Sogaris. 42 000 m² (hors toitures) dont  37 000 m² de logistique  regroupant un terminal ferroviaire urbain et des activités logistiques de distribution, locaux tertiaires, écoles de formation professionnel, commerces et espaces publiques.;projet;Nouvelles économies et industries;Plateformes logistiques;48.895051,2.3592269999999997;
;75020;Paris 20e;"Hôtel d'entreprises le ""Serpollet""";26 rue Serpollet;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.860951,2.412948;
;93100;Montreuil;La Collecterie;18-30 rue Saint-Antoine;;;;;;;Des services mutualisés, des ateliers de fabrication,;existant;Innovation dans les usages;;48.8539,2.36542;
;75012;Paris 12e;Porte de Vincennes - Lot H2;avenue Porte de Vincennes;;;;;;;;projet;Innovation sociale et sociétale;;48.846475,2.413298;
;75019;Paris 19e;Promenade Buttes - Chaumont;Avenue de Crimée;;;;;;;Promenade dans la petite ceinture. Appel à projet prévu pour 2016;existant;Nouveaux lieux - nouveaux services;Espaces insolites;;
;93400;Saint-Ouen;Manufacture 2;rue Frida Khalo;;;;;;;École du design Saguez&Partners;projet;Innovation sociale et sociétale;Plateformes, incubateurs;48.91398,2.330289;
;75011;Paris 11e;Paris Pionnières;26 Rue du Chemin Vert;jeveuxensavoirplus@pionnieres.paris;04 44 88 57 70;http://www.pionnieres.paris/;https://www.facebook.com/PionnieresParis;ParisPionnières;-;Plateforme d’innovation ouverte à tous les entrepreneurs, l’association Paris Pionnières propose d’accompagner les startups quel que soit leur état d’avancement, du projet initial jusqu’au développement commercial. C’est aussi un espace de co-working de 900 m2 ouvert à tous ceux qui s’intéressent aux projets innovants.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.85828,2.372542;
;75018;Paris 18e;Piscine Belliard;133 rue Belliard;;;;;;;Montages innovantes CREM (conception réalisation entretien maintenance) qui permet de donner à un opérateur privé la gestion, exploitation du site avec des tarifs municipaux. Bassin sportif (25 m) et un petit bassin à vocation ludique;projet;Fabrique du projet;Montages innovants;;
;75013;Paris 13e;Porte de Tolbiac;17 quai Penhard Levassor;reinventerlaseine@haropaports.com;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine. Ce terrain de 3 500 m² et son plan d’eau attenant de 2400m² environ ² se situe sur le port industriel de Tolbiac, qui a été complètement réhabilité dans les années 2005-2010 par HAROPA-Ports de Paris dans un souci d’intégration urbaine.;projet;Fabrique du projet;Montages innovants;;
;75019;Paris 19e;Revêtement anti-bruit, périphérique;Bd périphèrique entre la Porte de Clignancourt et la Porte de Poissoniers;;;;;;;10 % du boulevard périphérique est recouvert d’un revêtement anti-bruit. Durant l’été 2014, ce revêtement a été posé sur le boulevard périphérique entre les avenues de la porte de Clignancourt et de la porte des Poissonniers. Il avait été posé expérimenté à la Porte de Vincennes depuis 2012.;;Experimentation;Nouveaux matériaux;;
;75013;Paris 13e;Théâtre 13 Seine;30 Rue du Chevaleret;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75012;Paris 12e;Atelier de Paris-Carolyn Carson;Route du Champ de Manœuvre;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93200;Saint-Denis;Atelier Prométhée;25 rue du Landy;;;;;;;;existant;Nouvelles économies et industries;Immobilier productif;48.915351,2.363635;
;75020;Paris 20e;Cyclofficines;3 rue de Noisy-le-Sec;info.paris@cyclocoop.org;-;http://www.cyclocoop.org;https://www.facebook.com/pages/Cyclofficines-dile-de-France/170532636311769;-;-;L’association Cyclofficines a pour but de soutenir l’ouverture d’ateliers coopératifs de recyclage et de réparation de vélos en Île-de-France, et ainsi promouvoir l’usage du vélo en ville en facilitant l’entretien et la réparation des vélos à moindre coût. Elle s’inscrit ainsi dans une démarche de développement durable et d’économie solidaire.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.871622,2.411225;
;94400;Vitry-sur-Seine;La Briquetterie;17 RUE ROBERT DEGERT;;;;;;;;existant;Innovation sociale et sociétale;;48.805479,2.374813;
